objectid,title,org,shortorg,format,collectionid,filename,external_filename,featured_image,description,startdate,enddate,date-range,ctrl_subcat,ctrl_subject,subject_terms,subject_free,region,county,location,material_type,latitude,longitude,cdm-collection,cdm-collection-id,language,rights,rightsstatement,download,img_small,img_thumb
bunker-hill-labor-collection,Bunker Hill Labor Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/bunkerhill/,/objects/bunker-hill-labor-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/bunkerhill.jpg,https://www.lib.uidaho.edu/media/digital/small/bunkerhill.jpg,The Bunker Hill Labor History Collection is 463 letters of correspondence between the managers and owners of the Bunker Hill Mine &amp; Sullivan M. &amp; C. Co.,1899,1902,1899-1902,"Business, Industry, Labor, and Commerce",Mines and Mineral Resources;,Mines and Mineral Resources,,Panhandle region,Shoshone County,"Bunker Hill Mine; Kellogg, ID;",Documents,47.523164,-116.13419,cdm17254,bunkerhill,eng,,,https://www.lib.uidaho.edu/digital/bunkerhill/,/objects/small/bunker-hill-labor-collection_sm.jpg,/objects/thumbs/bunker-hill-labor-collection_th.jpg
business-and-professional-women-s-club,Business and Professional Women's Club,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/business-and-professional-women-s-club.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll21/94/full/max/0/default.jpg,94,"Scrapbook of newspaper clippings, programs, and other memorabilia, documenting activities of the Meridian, Idaho, club, the Idaho State Federation of Business and Professional Women’s Clubs (BPW), and events in Meridian, Idaho between the years 1928 to 1930.",1928,1930,1928-1930,"People, Ethnicity, and Culture",Women; Businesses and Corporations; Clubs and Societies;,Women; Businesses and Corporations; Clubs and Societies,,Southwest region,Ada County,,Scrapbooks; Newspapers,,,cdm15948,p15948coll21,eng,,,https://digital.boisestate.edu/,/objects/small/business-and-professional-women-s-club_sm.jpg,/objects/thumbs/business-and-professional-women-s-club_th.jpg
c-h-shattuck-idaho-lantern-slides-1904-1910,"C. H. Shattuck, Idaho Lantern Slides, 1904-1910",University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/shattuck/,/objects/c-h-shattuck-idaho-lantern-slides-1904-1910.jpg,https://www.lib.uidaho.edu/media/digital/small/shattuck.jpg,https://www.lib.uidaho.edu/media/digital/small/shattuck.jpg,"Charles Houston Shattuck was a professor in the College of Agriculture (now Natural Resources) who initiated &apos;Arboretum Hill&apos; (now known as the Charles Houston Shattuck Arboretum). These early twentieth century slides depict the University of Idaho, as well as the wilderness of Idaho and Idaho residents&apos; attempts at domesticating it.",1904,1910,1904-1910,Agriculture and Natural Resources,Agriculture; Logging; Forestry and Forestry Products; Land Use; Wilderness;lantern slides;,Agriculture; Logging; Forestry and Forestry Products; Land Use; Wilderness,lantern slides;,Panhandle region; Clearwater region,Clearwater County; Latah County; Shoshone County,"Selway-Bitterroot Wilderness Region; Bitterroot Mountain, ID; University of Idaho; Moscow, ID; Packers Meadows, ID; Kaniksu National Forest, MT; Lolo Hot Springs, MT;",Photographs,46.724545,-117.015397,cdm17254,spec_cs,eng,,,https://www.lib.uidaho.edu/digital/shattuck/,/objects/small/c-h-shattuck-idaho-lantern-slides-1904-1910_sm.jpg,/objects/thumbs/c-h-shattuck-idaho-lantern-slides-1904-1910_th.jpg
carleton-watkins-mine-interiors-collection,Carleton Watkins Mine Interiors Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/watkins/,/objects/carleton-watkins-mine-interiors-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/watkins.jpg,https://www.lib.uidaho.edu/media/digital/small/watkins.jpg,"Among the riches of the historical photograph collections of the University of Idaho Library is an oversize portfolio of eighty original Carleton E. Watkins photographs. Long considered lost, these photographs of the interior of the Anaconda Mines in Butte, Montana, were taken in 1890. They show early hard-rock mining techniques, equipment, and men deep underground.",1890,1890,1890-1890,Agriculture and Natural Resources,Mines and Mineral Resources;,Mines and Mineral Resources,,,,"Butte, MT",Photographs,46.036746,-112.506437,cdm17254,watkins,eng,,,https://www.lib.uidaho.edu/digital/watkins/,/objects/small/carleton-watkins-mine-interiors-collection_sm.jpg,/objects/thumbs/carleton-watkins-mine-interiors-collection_th.jpg
catholic-women-s-league-collection,Catholic Women's League Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/catholic-women-s-league-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll22/41/full/max/0/default.jpg,41,"This scrapbook, compiled between the years of 1911 and 1947, focus on the membership and activities of the Catholic Women's League of Boise, Idaho.",1911,1947,1911-1947,"People, Ethnicity, and Culture",Women; Clubs and Societies; Religion;,Women; Clubs and Societies; Religion,,Southwest region,Ada County,,Documents; Scrapbooks; Newspapers,,,cdm15948,p15948coll22,eng,,,https://digital.boisestate.edu/,/objects/small/catholic-women-s-league-collection_sm.jpg,/objects/thumbs/catholic-women-s-league-collection_th.jpg
cattle-producer-s-handbook-collection,Cattle Producer's Handbook Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/cattle/,/objects/cattle-producer-s-handbook-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/cattle.jpg,https://www.lib.uidaho.edu/media/digital/small/cattle.jpg,"The Cattle Producer's Handbook is prepared by the Western Beef Resource Committee (WBRC), which consists of beef specialists, economists, range scientists, animal nutritionists, county educators, and veterinarians from the Cooperative Extension System and cattle industry.",2014,2018,2014-2018,"Science, Technology, and Health",Agriculture; Science; Foods and Nutrition;,Agriculture; Science; Foods and Nutrition,,Magic Valley region,Twin Falls County,,Documents,42.562404,-114.460263,cdm17254,cattle,eng,,,https://www.lib.uidaho.edu/digital/cattle/,/objects/small/cattle-producer-s-handbook-collection_sm.jpg,/objects/thumbs/cattle-producer-s-handbook-collection_th.jpg
ccc-in-idaho-collection,CCC in Idaho Collection,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll11,/objects/ccc-in-idaho-collection.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p265501coll11/0/full/max/0/default.jpg,0,"The Civilian Conservation Corps, 1933-1942, had a tremendous impact on the State of Idaho, from development of roads and trails to construction of parks and other recreational facilities to pest eradication.  The database includes a variety of historic photographs and other materials documenting this important aspect of Idaho history",1933,1942,1933-1942,Environment and Conservation,Logging; Public Works; Forestry and Forestry Products; Parks and Playgrounds; Environmental Activism; Public Lands; Expeditions and Adventure;,Logging; Public Works; Forestry and Forestry Products; Parks and Playgrounds; Environmental Activism; Public Lands; Expeditions and Adventure,,Southwest region;Salmon region;Panhandle region;,Idaho County;Benewah County;Valley County;Lemhi County;,"McCall, ID; Panther Creek, ID; Heyburn State Park, ID; Salmon, ID",Artifacts; Documents; Photographs,,,cdm16281,p265501coll11,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll11,/objects/small/ccc-in-idaho-collection_sm.jpg,/objects/thumbs/ccc-in-idaho-collection_th.jpg
cecil-d-andrus,Cecil D. Andrus,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/index.php/CecilAndrus,/objects/cecil-d-andrus.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll34/149/full/max/0/default.jpg,149,"Photographs from the Cecil D. Andrus Papers (MSS 140) which span his personal and professional life, including his two terms as Governor of Idaho and his term as Secretary of the Interior under President Carter.",,,,"Politics, Government, and Law",Fisheries and Wildlife; Basque Americans; Civic Activism; Laws and Legislation; Political Campaigns; Politics and Politicians; Fishing and Canning; Forestry and Forestry Products; Sports and Recreation; Environmental Activism; Public Lands;,Fisheries and Wildlife; Basque Americans; Civic Activism; Laws and Legislation; Political Campaigns; Politics and Politicians; Fishing and Canning; Forestry and Forestry Products; Sports and Recreation; Environmental Activism; Public Lands,,Southwest region,Ada County,,Photographs,,,cdm15948,p15948coll34,eng,,,https://digital.boisestate.edu/index.php/CecilAndrus,/objects/small/cecil-d-andrus_sm.jpg,/objects/thumbs/cecil-d-andrus_th.jpg
chatcolab-nw-leadership-lab-collection,Chatcolab NW Leadership Lab Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/chatcolab/,/objects/chatcolab-nw-leadership-lab-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/chatcolab.jpg,https://www.lib.uidaho.edu/media/digital/small/chatcolab.jpg,The Chatcolab Northwest Leadership Laboratory has been running each summer since 1949. Chatcolab offers a unique opportunity to build leadership by engaging in the creative planning and then sharing of a recreational experience. This collection of packets was donated by Bob Carver to the University of Idaho Library and digitized by the digital initiatives unit in 2017.,1949,2014,1949-2014,Education,Children and Youth; Forestry and Forestry Products; Environmental Activism; Wilderness;,Children and Youth; Forestry and Forestry Products; Environmental Activism; Wilderness,,Panhandle region; Clearwater region,Kootenai County,"Chatcolet Lake; Chatcolet, ID",Documents,47.877418,-116.856805,cdm17254,chatcolab,eng,,,https://www.lib.uidaho.edu/digital/chatcolab/,/objects/small/chatcolab-nw-leadership-lab-collection_sm.jpg,/objects/thumbs/chatcolab-nw-leadership-lab-collection_th.jpg
chet-bowers-photo-collection,Chet Bowers Photo Collection,Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll15,/objects/chet-bowers-photo-collection.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll15/0/full/max/0/default.jpg,0,Chet Bowers Photo Collection,,,,"Business, Industry, Labor, and Commerce",;aerial photographs;,,aerial photographs;,Southwest region; Southeast region; Upper Snake region,Ada County; Bingham County; Boise County; Camas County; Canyon County; Custer County; Gem County; Payette County; Twin Falls County; Valley County; Washington County,"Boise, ID; McCall, ID; Nampa, ID;Meridian, ID;",Maps; Photographs,43.62390202,-116.3046242,cdm16876,p16876coll15,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll15,/objects/small/chet-bowers-photo-collection_sm.jpg,/objects/thumbs/chet-bowers-photo-collection_th.jpg
church-women-united,Church Women United,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/church-women-united.jpg,https://digital.boisestate.edu/digital/api/singleitem/image/p15948coll23/182/default.jpg,272,"The Church Women United Scrapbook, then known as the Boise Inter-Church Council, covers the organization's activities between 1941-1981. Highlights of this scrapbook include a history of the Council, the various community service projects the group organized, and the various ways the Church Women aided European Refugees after World War II.",1941,1981,1941-1981,Social Life and Customs,Women; Religion;,Women; Religion,,Southwest region,Ada County,,Scrapbooks; Newspapers,,,cdm15948,p15948coll23,eng,,,https://digital.boisestate.edu/,/objects/small/church-women-united_sm.jpg,/objects/thumbs/church-women-united_th.jpg
claudio-beagarie-photographs-of-california-farm-workers,Claudio Beagarie photographs of California Farm Workers,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/claudio-beagarie-photographs-of-california-farm-workers.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll5/0/full/max/0/default.jpg,0,"From 1965 to 1967, photographer Claudio Beagarie documented through photos the farm workers' struggle for economic justice and civil rights in California. A union activist with a commitment to progressive causes, Beagarie captured images of farm workers in their homes, in the fields, and marching with Cesar Chavez, cofounder of the United Farm Workers of America and the best-known leader of the movement.",1965,1967,1965-1967,"Politics, Government, and Law",Agriculture; Latinos and Latinas; Mexican Americans; Labor History; Labor Unions;,Agriculture; Latinos and Latinas; Mexican Americans; Labor History; Labor Unions,,,,California,Photographs,,,cdm15948,p15948coll5,eng,,,https://digital.boisestate.edu/,/objects/small/claudio-beagarie-photographs-of-california-farm-workers_sm.jpg,/objects/thumbs/claudio-beagarie-photographs-of-california-farm-workers_th.jpg
columbia-river-basin-project-pnw-dam-construction,Columbia River Basin Project - PNW Dam Construction,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/crbp/,/objects/columbia-river-basin-project-pnw-dam-construction.jpg,https://www.lib.uidaho.edu/media/digital/small/crbp.jpg,https://www.lib.uidaho.edu/media/digital/small/crbp.jpg,"Digitized photographs pertaining to the Columbia Basin Project. Special emphasis is placed on the construction of Grand Coulee Dam, the canal systems of Central Washington, and numerous other dams in the Inland Northwest.",1933,1965,1933-1965,"Business, Industry, Labor, and Commerce",Water and Water Rights; Public Works; Dams;,Water and Water Rights; Public Works; Dams,,,,"Grand Coulee Dam; Grant County, WA;",Photographs,47.959223,-118.974938,cdm17254,crbproj,eng,,,https://www.lib.uidaho.edu/digital/crbp/,/objects/small/columbia-river-basin-project-pnw-dam-construction_sm.jpg,/objects/thumbs/columbia-river-basin-project-pnw-dam-construction_th.jpg
district-1-ar24-,District 1 (AR24),Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll7,/objects/district-1-ar24-.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll7/0/full/max/0/default.jpg,0,"District 1 Offices: Benewah, Bonner, Boundary, Kootenai, and Shoshone Counties.  HQ located in Coeur d’Alene.  Collections are oriented around transportation projects occurring within these boundaries and tend to be modern (1960s through early 2000s), highlighting major transportation achievements.  Some duplication between the headquarters and district collections is to be expected. District One Topics: 1996 Flood, I-90, Wallace, Coeur d'Alene, Bridge Construction, U.S. 95 or the North & South Highway",1960,2003,1960-2003,"Business, Industry, Labor, and Commerce",Public Utilities; Public Works; Transportation;roads;bridges;construction;,Public Utilities; Public Works; Transportation,roads;bridges;construction;,Panhandle region,Bonner County; Boundary County; Shoshone County,"Couer D'Alene, ID;Wallace, ID;Sandpoint, ID;",Photographs,47.71736533,-116.7367888,cdm16876,p16876coll7,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll7,/objects/small/district-1-ar24-_sm.jpg,/objects/thumbs/district-1-ar24-_th.jpg
district-2,District 2,Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll8,/objects/district-2.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll8/69/full/max/0/default.jpg,69,"District 2 Offices: Clearwater, Idaho, Latah, Lewis, and Nez Perce Counties.  HQ located in Lewiston. Collections are oriented around transportation projects occurring within these boundaries and tend to be modern (1960s through early 2000s), highlighting major transportation achievements.  Some duplication between the headquarters and district collections is to be expected. District Two Topics: Materials Lab (1960s), Bridges and Creeks, U.S. 95 in Salmon River Canyon, Lewis & Clark Highway, Lolo Pass, Maintenance Sheds and Equipment (1940s-1970s), Railroads, Traffic Signs, Personnel Awards and Events, construction projects in Lewiston, Moscow, Kamiah, Orofino, Ahsahka, and Potlatch, State Highways: 3, 7, 8, 9, 11, 13, 14, 62, 64, and 99, and U.S. Highway 12 (1960s/70s).",1940,1970,1940-1970,"Business, Industry, Labor, and Commerce",Transportation;,Transportation,,Panhandle region; Clearwater region,Clearwater County; Idaho County; Latah County; Lewis County; Nez Perce County,,Photographs,,,cdm16876,p16876coll8,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll8,/objects/small/district-2_sm.jpg,/objects/thumbs/district-2_th.jpg
district-3,District 3,Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll9,/objects/district-3.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll9/0/full/max/0/default.jpg,0,"District 3 Offices: Ada, Adams, Boise, Canyon, Elmore, Gem, Owyhee, Payette, Valley, and Washington Counties.  HQ located in Boise.  Collections are oriented around transportation projects occurring within these boundaries and tend to be modern (1960s through early 2000s), highlighting major transportation achievements.  Some duplication between the headquarters and district collections is to be expected. District Three Topics: Highway Projects 1994-1997, Snake River Bridges, Cole and Overland Interchange, Franklin Interchange, Meridian Interchange, Division Dam Bridge, Isaac Canyon, Horseshoe Bend Highway, Boise, State Highways 21, 44, and 55, and I-84.",1960,2003,1960-2003,"Business, Industry, Labor, and Commerce",City Planning; Public Utilities; Public Works; Transportation; Engineering; Land Use;,City Planning; Public Utilities; Public Works; Transportation; Engineering; Land Use,,Southwest region,Ada County; Adams County; Boise County; Canyon County; Elmore County; Gem County; Owyhee County; Payette County; Valley County; Washington County,"Boise, ID;",Photographs,43.60501755,-116.2131192,cdm16876,p16876coll9,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll9,/objects/small/district-3_sm.jpg,/objects/thumbs/district-3_th.jpg
district-4,District 4,Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll10,/objects/district-4.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll10/0/full/max/0/default.jpg,0,"District 4 Offices: Blaine, Camas, Cassia, Gooding, Jerome, Lincoln, Minidoka, and Twin Falls Counties. HQ located in Shoshone. Collections are oriented around transportation projects occurring within these boundaries and tend to be modern (1960s through early 2000s), highlighting major transportation achievements.  Some duplication between the headquarters and district collections is to be expected.   District Four Topics: Highway Projects 1994-1997, Wildish, Sweetzer, Hailey, Ketchum, Shoshone, Twin Falls, Clear Lakes, Big Wood River, Malad Gorge, and the Snake River Canyon.",1960,2003,1960-2003,,;,,,,,,,,,cdm16876,p16876coll10,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll10,/objects/small/district-4_sm.jpg,/objects/thumbs/district-4_th.jpg
district-5,District 5,Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll11,/objects/district-5.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll11/0/full/max/0/default.jpg,0,"District 5 Offices: Bannock, Bear Lake, Bingham, Caribou, Franklin, Oneida, and Power Counties. HQ located in Pocatello.  Collections are oriented around transportation projects occurring within these boundaries and tend to be modern (1960s through early 2000s), highlighting major transportation achievements.  Some duplication between the headquarters and district collections is to be expected.   District Five Topics: Pocatello, Blackfoot, Idaho Falls, Shelley, Soda Springs, Lava Hot Springs, American Falls, American Falls Dam, Fish Creek, Bear Lake Highway, 1997 Snake River Flood, Historical Markers, Bridges, State Highways: 34 and 39, U.S. Highways: 26, 30, 89, 91/191, I-15, I-86 and Massacre Rocks Area.",1960,2003,1960-2003,"Business, Industry, Labor, and Commerce",Transportation;,Transportation,,Southeast region,Bannock County; Bear Lake County; Bingham County; Caribou County; Franklin County; Oneida County; Power County,,Photographs,,,cdm16876,p16876coll11,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll11,/objects/small/district-5_sm.jpg,/objects/thumbs/district-5_th.jpg
district-6,District 6,Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll12,/objects/district-6.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll12/0/full/max/0/default.jpg,0,"District 6 Offices: Bonneville, Butte, Clark, Custer, Fremont, Jefferson, Lemhi, Madison, and Teton Counties.  HQ located in Rigby.  Collections are oriented around transportation projects occurring within these boundaries and tend to be modern (1960s through early 2000s), highlighting major transportation achievements.  Some duplication between the headquarters and district collections is to be expected. District Six Topics: 1997 Flood, Teton Dam, Idaho Falls, Rexburg, St. Anthony, Mesa Falls, Tetons, Swan Valley and Palisades, Scenic Byways, Landslides, Bridges, Maintenance and Snow Removal, Personnel Awards and Events, State Highways: 31, 32, 33, U.S. Highways 20/26, 191, 93 (Lost Trail), Yellowstone Highway, and I-15.",1960,2003,1960-2003,"Business, Industry, Labor, and Commerce",Public Utilities; Public Works; Transportation; Engineering;construction;bridges;rest areas;,Public Utilities; Public Works; Transportation; Engineering,construction;bridges;rest areas;,Upper Snake region,Bingham County; Bonneville County; Butte County; Clark County; Fremont County; Jefferson County; Madison County; Teton County,,Photographs,43.96932216,-112.3642988,cdm16876,p16876coll12,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll12,/objects/small/district-6_sm.jpg,/objects/thumbs/district-6_th.jpg
